id_x,company_id,year_x,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,id_y,compounded_sales_growth,compounded_profit_growth,stock_price_cagr,roe,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,broad_sector,sub_sector,index_weight_pct,market_cap_category,year_y,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,composite_score
1076,TCS,Mar 2024,19.14,26.69,50.94,0.09,87.1,1.66,50429.0,Asset Light,127.0,249.9696132596685,58.0,8021.0,44338.0,13.0,-50.0,-50.0,    10 Years:      14%,10 Years:       40%,https://images.5paisa.com/MarketIcons/TCS.png,Tata Consultancy Services Ltd,https://www.tradingview.com/chart/?symbol=NSE%3ATCS,"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions.",https://www.tcs.com/,https://www.nseindia.com/get-quotes/equity?symbol=TCS,https://www.bseindia.com/stock-share-price/tata-consultancy-services-ltd/TCS/532540/,1.0,281.0,64.3,0.52,Information Technology,IT Services,1.1,Large Cap,2024.0,461188.15,542230.13,78.69,6.08,29.94,1.62,31.137999999999998
1076,TCS,Mar 2024,19.14,26.69,50.94,0.09,87.1,1.66,50429.0,Asset Light,127.0,249.9696132596685,58.0,8021.0,44338.0,14.0,-50.0,-50.0,      5 Years:      16%,5 Years:          44%,https://images.5paisa.com/MarketIcons/TCS.png,Tata Consultancy Services Ltd,https://www.tradingview.com/chart/?symbol=NSE%3ATCS,"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions.",https://www.tcs.com/,https://www.nseindia.com/get-quotes/equity?symbol=TCS,https://www.bseindia.com/stock-share-price/tata-consultancy-services-ltd/TCS/532540/,1.0,281.0,64.3,0.52,Information Technology,IT Services,1.1,Large Cap,2024.0,461188.15,542230.13,78.69,6.08,29.94,1.62,31.137999999999998
1076,TCS,Mar 2024,19.14,26.69,50.94,0.09,87.1,1.66,50429.0,Asset Light,127.0,249.9696132596685,58.0,8021.0,44338.0,15.0,-50.0,-50.0,      3 Years:      8%,3 Years:          47%,https://images.5paisa.com/MarketIcons/TCS.png,Tata Consultancy Services Ltd,https://www.tradingview.com/chart/?symbol=NSE%3ATCS,"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions.",https://www.tcs.com/,https://www.nseindia.com/get-quotes/equity?symbol=TCS,https://www.bseindia.com/stock-share-price/tata-consultancy-services-ltd/TCS/532540/,1.0,281.0,64.3,0.52,Information Technology,IT Services,1.1,Large Cap,2024.0,461188.15,542230.13,78.69,6.08,29.94,1.62,31.137999999999998
1076,TCS,Mar 2024,19.14,26.69,50.94,0.09,87.1,1.66,50429.0,Asset Light,127.0,249.9696132596685,58.0,8021.0,44338.0,16.0,-50.0,-50.0,      1 Year:       16%,Last Year:       52%,https://images.5paisa.com/MarketIcons/TCS.png,Tata Consultancy Services Ltd,https://www.tradingview.com/chart/?symbol=NSE%3ATCS,"Tata Consultancy Services is the flagship company and a part of Tata group. It is an IT services, consulting and business solutions organization that has been partnering with many of the world's largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions.",https://www.tcs.com/,https://www.nseindia.com/get-quotes/equity?symbol=TCS,https://www.bseindia.com/stock-share-price/tata-consultancy-services-ltd/TCS/532540/,1.0,281.0,64.3,0.52,Information Technology,IT Services,1.1,Large Cap,2024.0,461188.15,542230.13,78.69,6.08,29.94,1.62,31.137999999999998
1099,TECHM,Mar 2024,4.61,8.67,8.99,0.1,13.86,1.21,5058.0,Asset Light,24.0,60.47392290249433,150.0,2537.0,6376.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/TECHM.png,Tech Mahindra Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tech Mahindra Ltd provides comprehensive range of IT services, including IT enabled service, application development and",https://www.techmahindra.com/,https://www.nseindia.com/get-quotes/equity?symbol=TECHM,https://www.bseindia.com/stock-share-price/tech-mahindra-ltd/TECHM/532755/,5.0,270.0,11.9,8.63,Information Technology,IT Services,2.39,Large Cap,2024.0,3021095.64,3131058.36,57.4,7.43,7.85,0.64,6.060499999999999
1100,TECHM,Mar 2024,4.61,8.67,8.99,0.1,13.86,1.21,5058.0,Asset Light,24.0,60.47392290249433,150.0,2537.0,6376.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/TECHM.png,Tech Mahindra Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Tech Mahindra Ltd provides comprehensive range of IT services, including IT enabled service, application development and",https://www.techmahindra.com/,https://www.nseindia.com/get-quotes/equity?symbol=TECHM,https://www.bseindia.com/stock-share-price/tech-mahindra-ltd/TECHM/532755/,5.0,270.0,11.9,8.63,Information Technology,IT Services,2.39,Large Cap,2024.0,3021095.64,3131058.36,57.4,7.43,7.85,0.64,6.060499999999999
1112,TITAN,Mar 2024,6.84,10.36,37.22,1.65,9.41,1.62,1506.0,Asset Light,39.0,105.53932584269663,28.0,15528.0,1695.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/TITAN.png,"Titan Company Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Titan Company Ltd is among India's most respected lifestyle companies. It has established leadership positions in the Watches, Jewellery and Eyewear categories led by its trusted brands and differentiated customer experience. It was founded in 1984 as a joint-venture between TATA Group and Tamilnadu Industrial Development Corporation (TIDCO). [1]

",https://www.titancompany.in/,https://www.nseindia.com/get-quotes/equity?symbol=TITAN,https://www.bseindia.com/stock-share-price/titan-company-ltd/TITAN/500114/,1.0,110.0,22.7,32.9,Consumer Discretionary,Gems & Jewellery,2.38,Large Cap,2024.0,1793769.72,2116401.21,10.13,10.51,21.0,3.1,12.788499999999999
1124,TORNTPHARM,Mar 2024,15.44,31.39,24.15,0.59,9.93,0.74,3106.0,Asset Light,49.0,40.56804733727811,57.0,4022.0,3266.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/TORNTPHARM.png,Torrent Pharmaceuticals Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Torrent Pharmaceuticals Ltd is one of the leading Indian Pharmaceutical Company engaged in research, development, manufacturing and marketing of generic pharmaceutical formulations.

It is the flagship company of Torrent Group which also has presence in power and city gas distribution businesses.

",https://www.torrentpharma.com/,https://www.nseindia.com/get-quotes/equity?symbol=TORNTPHARM,https://www.bseindia.com/stock-share-price/torrent-pharmaceuticals-ltd/TORNTPHARM/500420/,5.0,222.0,23.2,24.2,Healthcare,Pharmaceuticals,0.24,Large Cap,2024.0,1870170.39,2275967.43,46.4,6.43,27.93,1.22,13.805
1136,TRENT,Mar 2024,11.94,15.93,36.31,0.43,8.04,1.73,841.0,Moderate,42.0,113.0,8.0,1753.0,1349.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/TRENT.png,Trent Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Trent Ltd is engaged in retailing of apparels, footwear, accessories, toys, games, food, grocery & non food products through various of its retail formats/ concepts.[1]

",https://trentlimited.com/,https://www.nseindia.com/get-quotes/equity?symbol=TRENT,https://www.bseindia.com/stock-share-price/trent-ltd/TRENT/500251/,1.0,132.0,23.8,27.2,Consumer Discretionary,Retail,0.73,Large Cap,2024.0,571322.04,566293.08,8.65,11.82,34.65,3.46,13.4695
1148,TVSMOTOR,Mar 2024,4.54,14.05,26.22,3.83,2.91,0.93,-2254.0,Asset Light,36.0,141.33333333333334,23.0,26006.0,-1253.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/TVSMOTOR.png,TVS Motor Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,'TVS Motor Company Ltd (TVSM) is engaged in manufacturing two-wheelers and its accessories,,,,,,,,Consumer Discretionary,Two Wheelers,2.16,Large Cap,2024.0,266591.41,334973.15,46.1,5.62,7.1,3.07,9.8015
